time,d1_comms,d2_comms,d3_comms,archive_size
34.35212206840515,0,0,0,1072
34.384015798568726,0,0,0,1072
34.41540002822876,0,0,0,1072
34.44659376144409,0,0,0,1072
34.47840142250061,0,0,0,1072
34.50979924201965,0,0,0,1072
34.541080951690674,0,0,0,1072
34.57264757156372,0,0,0,1072
34.6040415763855,0,0,0,1072
34.63522219657898,0,0,0,1072
34.666515827178955,0,0,0,1072
34.69869422912598,0,0,0,1072
34.73008942604065,0,0,0,1072
34.7612988948822,0,0,0,1072
34.79331707954407,0,0,0,1072
34.82446241378784,0,0,0,1072
34.855751037597656,0,0,0,1072
34.88773798942566,0,0,0,1072
34.91896963119507,0,0,0,1072
34.95027804374695,0,0,0,1072
34.982025146484375,0,0,0,1072
35.01334547996521,0,0,0,1072
35.04471135139465,0,0,0,1072
35.07619905471802,0,0,0,1072
35.10747838020325,0,0,0,1072
35.13879203796387,0,0,0,1072
35.17004179954529,0,0,0,1072
35.20136618614197,0,0,0,1072
35.23259520530701,0,0,0,1072
35.26389455795288,0,0,0,1072
35.295856952667236,0,0,0,1072
35.327176332473755,0,0,0,1072
35.35837006568909,0,0,0,1072
35.39031624794006,0,0,0,1072
35.421634912490845,0,0,0,1072
35.45271873474121,0,0,0,1072
35.48439311981201,0,0,0,1072
35.51575803756714,0,0,0,1072
35.546996116638184,0,0,0,1072
35.57856583595276,0,0,0,1072
35.60985326766968,0,0,0,1072
35.64112877845764,0,0,0,1072
35.67251420021057,0,0,0,1072
35.70385503768921,0,0,0,1072
35.73513674736023,0,0,0,1072
35.76630163192749,0,0,0,1072
35.79807758331299,0,0,0,1072
35.82934021949768,0,0,0,1072
35.86065912246704,0,0,0,1072
35.892611026763916,0,0,0,1072
35.92395067214966,0,0,0,1072
35.955145835876465,0,0,0,1072
35.98696684837341,0,0,0,1072
36.01839542388916,0,1,0,1072
36.04957056045532,0,1,0,1123
36.08129000663757,0,0,0,1123
36.11257815361023,0,0,0,1123
36.1439163684845,0,0,0,1123
36.175363063812256,0,0,0,1123
36.20675349235535,0,0,0,1123
36.23795700073242,0,0,0,1123
36.26920199394226,0,0,0,1123
36.30112600326538,0,0,0,1123
36.33234977722168,0,0,0,1123
36.363630056381226,0,0,0,1123
36.39515542984009,0,0,0,1123
36.42642092704773,0,0,0,1123
36.45758628845215,0,0,0,1123
36.48956871032715,0,0,0,1123
36.52064061164856,0,0,0,1123
36.55191254615784,0,0,0,1123
36.58350658416748,0,0,0,1123
36.61477065086365,0,0,0,1123
36.646533727645874,0,0,0,1123
36.678269386291504,0,0,0,1123
36.70956826210022,0,0,0,1123
36.740883588790894,0,0,0,1123
36.77216053009033,0,0,0,1123
36.80408549308777,0,0,0,1123
36.83541774749756,0,0,0,1123
36.866602659225464,0,0,0,1123
36.898576736450195,0,0,0,1123
36.929848194122314,0,0,0,1123
36.961074113845825,0,0,0,1123
36.99298667907715,0,0,0,1123
37.0241973400116,0,0,0,1123
37.055639028549194,0,0,0,1123
37.087061166763306,0,0,0,1123
37.118345499038696,0,0,0,1123
37.149669885635376,0,0,0,1123
